年,作品名,映画ID,公開週,週末興収,累計興収,週間興収,マッチスコア
2018,平成仮面ライダー20作記念仮面ライダー平成ジェネレーションズ FOREVER,88434,第5週,0.37億,14.5億,0.96億,97
2018,平成仮面ライダー20作記念仮面ライダー平成ジェネレーションズ FOREVER,88434,第6週,0.25億,14.9億,0.40億,97
2018,平成仮面ライダー20作記念仮面ライダー平成ジェネレーションズ FOREVER,88434,第7週,0.15億,15.1億,0.25億,97
2018,走れ！T校バスケット部,88232,第1週,0.38億,0.38億,0.38億,91
2018,走れ！T校バスケット部,88232,第2週,0.20億,0.80億,0.42億,91
2018,映画HUGっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,88433,第1週,3.54億,3.54億,3.54億,89
2018,映画HUGっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,88433,第2週,1.97億,6.57億,3.03億,89
2018,映画HUGっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,88433,第3週,1.14億,8.18億,1.61億,89
2018,映画HUGっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,88433,第4週,0.80億,9.35億,1.17億,89
2018,映画HUGっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,88433,第5週,0.51億,10.4億,1.08億,89
2018,映画HUGっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,88433,第6週,0.30億,10.9億,0.45億,89
2018,映画HUGっと！プリキュア・ふたりはプリキュア オールスターズメモリーズ,88433,第7週,0.19億,11.2億,0.28億,89
2018,劇場版 七つの大罪 天空の囚われ人,87478,第1週,1.96億,1.96億,1.96億,100
2018,劇場版 七つの大罪 天空の囚われ人,87478,第2週,0.85億,4.27億,2.31億,100
2018,劇場版 七つの大罪 天空の囚われ人,87478,第3週,0.51億,5.49億,1.22億,100
2018,パンク侍、斬られて候,88627,第1週,0.79億,0.79億,0.79億,100
2018,パンク侍、斬られて候,88627,第2週,0.42億,1.90億,1.10億,100
2018,パンク侍、斬られて候,88627,第3週,0.21億,2.51億,0.61億,100
2018,終わった人,87310,第1週,0.98億,0.98億,0.98億,100
2018,終わった人,87310,第2週,0.57億,2.87億,1.89億,100
2018,終わった人,87310,第3週,0.37億,4.01億,1.14億,100
2018,終わった人,87310,第4週,0.22億,4.71億,0.70億,100
2018,仮面ライダーアマゾンズ THE MOVIE 最後ノ審判,88430,第1週,0.62億,0.62億,0.62億,100
2018,北の桜守,86555,第1週,2.16億,2.16億,2.16億,100
2018,北の桜守,86555,第2週,1.18億,5.96億,3.80億,100
2018,北の桜守,86555,第3週,0.64億,8.36億,2.40億,100
2018,北の桜守,86555,第4週,0.38億,9.82億,1.46億,100
2018,北の桜守,86555,第5週,0.29億,10.7億,0.89億,100
2018,劇場版マジンガーZ／INFINITY,86404,第1週,0.87億,0.87億,0.87億,93
2018,劇場版マジンガーZ／INFINITY,86404,第2週,0.47億,1.93億,1.06億,93
2018,劇場版マジンガーZ／INFINITY,86404,第3週,0.26億,2.43億,0.51億,93
2018,仮面ライダーギーツ×リバイス MOVIEバトルロワイヤル,90070,第1週,1.01億,1.39億,1.39億,100
2018,仮面ライダーギーツ×リバイス MOVIEバトルロワイヤル,90070,第2週,0.29億,2.71億,1.33億,100
2018,若おかみは小学生！,88985,第2週,0.23億,1.03億,,100
2018,若おかみは小学生！,88985,第3週,0.25億,1.50億,0.47億,100
2018,万引き家族,88449,第0週,1.94億,1.94億,1.94億,100
2018,万引き家族,88449,第1週,4.45億,7.72億,5.78億,100
2018,万引き家族,88449,第2週,3.44億,18.0億,9.28億,100
2018,万引き家族,88449,第3週,2.64億,25.2億,7.03億,100
2018,万引き家族,88449,第4週,2.24億,30.8億,5.61億,100
2018,万引き家族,88449,第5週,1.68億,34.9億,3.24億,100
2018,万引き家族,88449,第6週,1.30億,38.0億,3.11億,100
2018,万引き家族,88449,第7週,0.74億,40.6億,2.53億,100
2018,万引き家族,88449,第8週,0.48億,42.0億,1.43億,100
2018,万引き家族,88449,第9週,0.13億,42.8億,0.78億,100
2018,友罪,87548,第1週,,0.96億,0.96億,100
2018,友罪,87548,第2週,0.57億,2.48億,1.52億,100
2018,友罪,87548,第3週,0.28億,3.25億,0.77億,100
2018,ホース・ソルジャー,88564,第1週,,0.88億,0.88億,100
2018,トレイン・ミッション,86997,第1週,,0.82億,0.82億,100
2018,トレイン・ミッション,86997,第2週,0.34億,1.76億,0.94億,100
2018,ハンターキラー　潜航せよ,89001,第1週,,1.24億,1.24億,92
2018,ハンターキラー　潜航せよ,89001,第2週,0.41億,2.62億,1.38億,92
2018,犯罪都市 NO WAY OUT,87377,第2週,,0.15億,,100
2018,犯罪都市 NO WAY OUT,87377,第3週,,0.18億,,100
2018,犯罪都市 NO WAY OUT,87377,第4週,,0.19億,,100
2018,STEP OUT～にーにーのニライカナイ～,87377,第2週,,0.11億,,100
2018,STEP OUT～にーにーのニライカナイ～,87377,第3週,,0.12億,,100
2018,STEP OUT～にーにーのニライカナイ～,87377,第4週,,0.13億,,100
2018,STEP OUT～にーにーのニライカナイ～,87377,第5週,,0.13億,,100
2018,STEP OUT～にーにーのニライカナイ～,87377,第6週,,0.13億,,100
2018,STEP OUT～にーにーのニライカナイ～,87377,第7週,,0.13億,,100
2018,STEP OUT～にーにーのニライカナイ～,87377,第8週,,0.14億,,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第1週,4.56億,6.24億,6.24億,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第2週,2.49億,11.4億,5.15億,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第3週,1.29億,14.1億,2.74億,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第4週,0.78億,15.8億,1.71億,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第5週,0.42億,17.6億,1.71億,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第6週,0.22億,18.6億,1.00億,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第7週,,18.9億,0.33億,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第8週,,19.0億,,100
2018,ヴェノム　レット・ゼア・ビー・カーネイジ,88636,第9週,,19.0億,,100
2018,ヴェノム　ザ・ラストダンス,88636,第1週,4.44億,6.87億,6.87億,100
2018,ヴェノム　ザ・ラストダンス,88636,第2週,1.93億,10.1億,3.19億,100
2018,ヴェノム　ザ・ラストダンス,88636,第3週,1.24億,12.3億,2.24億,100
2018,ヴェノム　ザ・ラストダンス,88636,第4週,0.80億,13.6億,1.35億,100
2018,ヴェノム　ザ・ラストダンス,88636,第5週,0.44億,14.4億,0.77億,100
2018,ヴェノム　ザ・ラストダンス,88636,第6週,0.22億,14.8億,0.40億,100
2018,ヴェノム　ザ・ラストダンス,88636,第7週,,15.0億,0.19億,100
2018,ヴェノム　ザ・ラストダンス,88636,第8週,,15.1億,,100
2019,スマグラー,91824,第1週,0.49億,0.49億,0.49億,67
2019,ブラック・スキャンダル,92238,第1週,1.14億,1.14億,1.14億,100
2019,ブラック・スキャンダル,92238,第2週,0.52億,2.76億,1.63億,100
2019,ブラック・スキャンダル,92238,第3週,0.36億,3.75億,0.99億,100
2019,ドクター・スリープ,90685,第1週,,1.26億,1.26億,100
2019,ドクター・スリープ,90685,第2週,0.52億,2.56億,1.30億,100
2019,ドクター・スリープ,90685,第3週,0.26億,3.29億,0.73億,100
2019,最高の人生の見つけ方,90603,第1週,0.75億,,,100
2019,最高の人生の見つけ方,90603,第2週,0.78億,4.30億,,100
2019,最高の人生の見つけ方,90603,第3週,0.57億,6.55億,2.25億,100
2019,最高の人生の見つけ方,90603,第4週,0.36億,8.08億,1.53億,100
2019,最高の人生の見つけ方,90603,第5週,,8.87億,0.79億,100
2019,アナベル　死霊博物館,90680,第2週,0.54億,2.46億,,90
2019,アナベル　死霊博物館,90680,第3週,0.37億,3.37億,0.91億,90
2019,アナベル　死霊博物館,90680,第4週,0.14億,3.80億,0.42億,90
2019,二ノ国,90768,第1週,,1.45億,1.45億,100
2019,二ノ国,90768,第2週,0.61億,3.04億,1.59億,100
2019,ダンスウィズミー,89535,第1週,,1.02億,1.02億,100
2019,Diner ダイナー,89196,第1週,1.91億,2.60億,2.60億,100
2019,Diner ダイナー,89196,第2週,1.51億,6.39億,3.79億,100
2019,Diner ダイナー,89196,第3週,0.80億,9.09億,2.61億,100
2019,Diner ダイナー,89196,第4週,0.48億,10.5億,0.91億,100
2019,町田くんの世界,90602,第1週,,0.56億,0.56億,100
2019,シャザム！,83921,第1週,1.67億,2.20億,2.20億,100
2019,シャザム！,83921,第3週,0.45億,6.20億,,100
2019,シャザム！,83921,第4週,0.18億,6.78億,0.58億,100
2019,九月の恋と出会うまで,88892,第1週,,0.88億,0.88億,100
2019,劇場版 ダンジョンに出会いを求めるのは間違っているだろうか ーオリオンの矢ー,88688,第1週,,0.74億,0.74億,97
2019,雪の華,88741,第1週,1.99億,2.85億,2.85億,100
2019,雪の華,88741,第2週,1.26億,6.11億,3.26億,100
2019,雪の華,88741,第3週,0.73億,8.52億,2.39億,100
2019,雪の華,88741,第4週,0.45億,9.75億,1.23億,100
2019,十二人の死にたい子どもたち,89811,第1週,2.68億,3.39億,3.39億,100
2019,十二人の死にたい子どもたち,89811,第2週,1.85億,7.76億,4.37億,100
2019,十二人の死にたい子どもたち,89811,第3週,1.34億,10.8億,3.05億,100
2019,十二人の死にたい子どもたち,89811,第4週,0.76億,13.2億,2.19億,100
2019,十二人の死にたい子どもたち,89811,第5週,0.43億,14.3億,1.10億,100
2019,リチャード・ジュエル,92146,第1週,,0.86億,0.86億,100
2019,シャザム！　神々の怒り,83921,第1週,0.85億,0.85億,0.85億,100
2019,シャザム！　神々の怒り,83921,第2週,,1.76億,0.91億,100
2019,シャザム！　神々の怒り,83921,第3週,,2.10億,0.34億,100
2019,シャザム！　神々の怒り,83921,第4週,,2.23億,0.13億,100
2019,シャザム！　神々の怒り,83921,第5週,,2.27億,,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第1週,3.54億,4.56億,4.56億,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第2週,1.61億,7.35億,2.79億,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第3週,0.89億,9.16億,1.81億,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第4週,0.59億,10.5億,1.37億,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第5週,0.27億,11.0億,0.47億,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第6週,,11.3億,0.31億,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第7週,,11.5億,0.16億,100
2019,ジョーカー　フォリ・ア・ドゥ,90681,第8週,,11.6億,,100
2019,アクアマン　失われた王国,83920,第1週,2.39億,2.39億,2.39億,100
2019,アクアマン　失われた王国,83920,第2週,1.28億,4.84億,2.45億,100
2019,アクアマン　失われた王国,83920,第3週,0.65億,6.08億,1.24億,100
2019,アクアマン　失われた王国,83920,第4週,,6.76億,0.67億,100
2019,アクアマン　失われた王国,83920,第6週,,7.22億,,100
2019,アクアマン　失われた王国,83920,第7週,,7.24億,,100
2019,アクアマン　失われた王国,83920,第8週,,7.25億,,100
2019,アベンジャーズ,84951,第1週,5.01億,13.9億,13.9億,100
2019,アベンジャーズ,84951,第2週,3.13億,22.2億,8.31億,100
2019,アベンジャーズ,84951,第3週,2.85億,28.4億,6.22億,100
2019,アベンジャーズ,84951,第4週,1.41億,31.5億,3.15億,100
2019,アベンジャーズ,84951,第5週,0.86億,33.5億,1.97億,100
2019,アベンジャーズ,84951,第6週,0.48億,34.9億,1.42億,100
2019,アベンジャーズ,84951,第7週,0.14億,35.4億,0.50億,100
2019,アベンジャーズ,84951,第408週,,36.1億,,100
2019,アベンジャーズ,84951,第409週,,36.3億,,100
2019,マレフィセント,91464,第1週,6.92億,6.92億,6.92億,100
2019,マレフィセント,91464,第2週,6.05億,19.7億,12.7億,100
2019,マレフィセント,91464,第3週,4.80億,30.3億,10.7億,100
2019,マレフィセント,91464,第4週,3.01億,39.8億,9.42億,100
2019,マレフィセント,91464,第5週,2.32億,47.2億,7.45億,100
2019,マレフィセント,91464,第6週,1.86億,52.4億,5.19億,100
2019,マレフィセント,91464,第7週,1.76億,59.0億,6.58億,100
2019,マレフィセント,91464,第8週,0.92億,62.9億,3.92億,100
2019,マレフィセント,91464,第9週,0.59億,65.0億,2.09億,100
2019,マレフィセント,91464,第10週,0.32億,66.5億,1.50億,100
2019,マレフィセント,91464,第6週,,0.17億,,100
2019,マレフィセント,91464,第7週,,0.18億,,100
2019,マレフィセント,91464,第8週,,0.18億,,100
2019,マレフィセント,91464,第9週,,0.18億,,100
2019,マレフィセント,91464,第10週,,0.19億,,100
2019,マレフィセント,91464,第13週,,0.19億,,100
2019,マレフィセント,91464,第14週,,0.20億,,100
2019,マレフィセント,91464,第15週,,0.20億,,100
2019,マレフィセント,91464,第16週,,0.20億,,100
2019,マレフィセント,91464,第17週,,1.20億,1.00億,100
2019,マレフィセント,91464,第6週,,0.15億,,100
2019,マレフィセント,91464,第7週,,0.16億,,100
2019,マレフィセント,91464,第8週,,0.16億,,100
2019,マレフィセント,91464,第9週,,0.16億,,100
2019,マレフィセント,91464,第8週,,0.13億,,100
2019,アナと雪の女王,88655,第1週,7.63億,9.86億,9.86億,100
2019,アナと雪の女王,88655,第2週,8.72億,30.1億,20.2億,100
2019,アナと雪の女王,88655,第3週,8.81億,53.0億,22.9億,100
2019,アナと雪の女王,88655,第4週,8.51億,77.1億,24.1億,100
2019,アナと雪の女王,88655,第5週,8.42億,92.8億,15.8億,100
2019,アナと雪の女王,88655,第6週,8.27億,107.3億,14.4億,100
2019,アナと雪の女王,88655,第7週,7.72億,121.2億,13.9億,100
2019,アナと雪の女王,88655,第8週,11.3億,159.4億,38.2億,100
2019,アナと雪の女王,88655,第9週,7.38億,170.8億,11.4億,100
2019,アナと雪の女王,88655,第10週,8.07億,185.3億,14.5億,100
2019,アナと雪の女王,88655,第11週,7.00億,198.4億,13.1億,100
2019,アナと雪の女王,88655,第12週,7.59億,212.3億,13.9億,100
2019,アナと雪の女王,88655,第13週,5.92億,223.3億,11.0億,100
2019,アナと雪の女王,88655,第14週,3.93億,231.0億,7.76億,100
2019,アナと雪の女王,88655,第15週,3.64億,237.6億,6.59億,100
2019,アナと雪の女王,88655,第16週,2.74億,242.5億,4.91億,100
2019,アナと雪の女王,88655,第17週,1.83億,246.1億,3.54億,100
2019,アナと雪の女王,88655,第18週,1.36億,248.8億,2.72億,100
2019,アナと雪の女王,88655,第19週,0.78億,251.1億,2.26億,100
2019,アナと雪の女王,88655,第20週,0.39億,252.1億,1.04億,100
2019,アナと雪の女王,88655,第21週,0.26億,254.1億,1.99億,100
2019,アナと雪の女王,88655,第22週,0.14億,254.7億,0.61億,100
2019,アナと雪の女王,88655,第23週,0.12億,255.2億,0.52億,100
2019,アナと雪の女王,88655,第25週,,259.2億,3.95億,100
2019,アナと雪の女王,88655,第52週,,0.41億,,100
2019,アナと雪の女王,88655,第53週,,0.41億,,100
2019,アナと雪の女王,88655,第54週,,0.41億,,100
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第1週,10.4億,15.7億,15.7億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第2週,6.61億,32.0億,16.3億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第3週,4.89億,52.4億,20.4億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第4週,3.31億,59.5億,7.07億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第5週,1.80億,64.7億,5.22億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第6週,1.26億,67.6億,2.87億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第7週,0.85億,69.5億,1.89億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第8週,0.50億,70.6億,1.13億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第9週,0.28億,71.6億,1.02億,95
2019,スター・ウォーズ　スカイウォーカーの夜明け,87773,第10週,0.22億,72.1億,0.47億,95
2019,アナと雪の女王2,88655,第1週,16.2億,19.4億,19.4億,100
2019,アナと雪の女王2,88655,第2週,14.4億,43.1億,23.7億,100
2019,アナと雪の女王2,88655,第3週,10.3億,60.1億,17.1億,100
2019,アナと雪の女王2,88655,第4週,7.80億,73.4億,13.2億,100
2019,アナと雪の女王2,88655,第5週,5.14億,82.8億,9.44億,100
2019,アナと雪の女王2,88655,第6週,5.30億,95.1億,12.3億,100
2019,アナと雪の女王2,88655,第7週,4.96億,112.9億,17.8億,100
