年,作品名,映画ID,公開週,週末興収,累計興収,週間興収,マッチスコア
2017,ペンタゴン・ペーパーズ　最高機密文書,88119,第4週,0.25億,6.28億,0.85億,94
2017,仮面ライダーXスーパー戦隊 スーパーヒーロー大戦,86283,第1週,4.10億,4.10億,4.10億,96
2017,仮面ライダーXスーパー戦隊 スーパーヒーロー大戦,86283,第2週,2.21億,7.35億,3.25億,96
2017,仮面ライダーXスーパー戦隊 スーパーヒーロー大戦,86283,第3週,1.54億,13.2億,5.85億,96
2017,仮面ライダーXスーパー戦隊 スーパーヒーロー大戦,86283,第4週,0.73億,14.2億,1.01億,96
2017,仮面ライダーXスーパー戦隊 スーパーヒーロー大戦,86283,第5週,0.44億,14.8億,0.63億,96
2017,探偵はBARにいる2～ススキノ大交差点～,86302,第1週,1.55億,1.55億,1.55億,100
2017,探偵はBARにいる2～ススキノ大交差点～,86302,第2週,1.22億,4.26億,2.72億,100
2017,探偵はBARにいる2～ススキノ大交差点～,86302,第3週,0.83億,6.02億,1.84億,100
2017,探偵はBARにいる2～ススキノ大交差点～,86302,第4週,0.63億,7.37億,1.35億,100
2017,探偵はBARにいる2～ススキノ大交差点～,86302,第5週,0.29億,7.86億,0.49億,100
2017,探偵はBARにいる2～ススキノ大交差点～,86302,第6週,0.12億,7.95億,,100
2017,想いのこし,86301,第1週,0.42億,0.42億,0.42億,60
2017,映画　Ｇｏ！プリンセスプリキュア　Ｇｏ！Ｇｏ！！豪華３本立て！！！,86367,第1週,1.29億,1.29億,1.29億,60
2017,映画　Ｇｏ！プリンセスプリキュア　Ｇｏ！Ｇｏ！！豪華３本立て！！！,86367,第2週,0.83億,3.07億,1.77億,60
2017,映画　Ｇｏ！プリンセスプリキュア　Ｇｏ！Ｇｏ！！豪華３本立て！！！,86367,第3週,0.68億,4.00億,0.93億,60
2017,映画　Ｇｏ！プリンセスプリキュア　Ｇｏ！Ｇｏ！！豪華３本立て！！！,86367,第5週,0.25億,5.17億,,60
2017,映画　Ｇｏ！プリンセスプリキュア　Ｇｏ！Ｇｏ！！豪華３本立て！！！,86367,第6週,,5.19億,,60
2017,仮面ライダー平成ジェネレーションズFINAL ビルド＆エグゼイドwithレジェンドライダー,87653,第1週,3.59億,3.59億,3.59億,100
2017,仮面ライダー平成ジェネレーションズFINAL ビルド＆エグゼイドwithレジェンドライダー,87653,第2週,1.81億,6.44億,5.09億,100
2017,仮面ライダー平成ジェネレーションズFINAL ビルド＆エグゼイドwithレジェンドライダー,87653,第3週,1.12億,8.11億,1.67億,100
2017,仮面ライダー平成ジェネレーションズFINAL ビルド＆エグゼイドwithレジェンドライダー,87653,第5週,0.43億,11.6億,,100
2017,仮面ライダー平成ジェネレーションズFINAL ビルド＆エグゼイドwithレジェンドライダー,87653,第6週,0.29億,12.3億,0.71億,100
2017,探偵はBARにいる3,86302,第1週,1.49億,2.08億,2.08億,100
2017,探偵はBARにいる3,86302,第2週,0.88億,4.34億,2.26億,100
2017,探偵はBARにいる3,86302,第3週,0.48億,5.59億,1.25億,100
2017,探偵はBARにいる3,86302,第4週,0.30億,6.33億,0.74億,100
2017,映画　キラキラ☆プリキュアアラモード　パリッと！想い出のミルフィーユ！,86301,第1週,1.93億,1.93億,1.93億,97
2017,映画　キラキラ☆プリキュアアラモード　パリッと！想い出のミルフィーユ！,86301,第2週,1.21億,4.51億,2.57億,97
2017,映画　キラキラ☆プリキュアアラモード　パリッと！想い出のミルフィーユ！,86301,第3週,0.83億,5.67億,1.15億,97
2017,映画　キラキラ☆プリキュアアラモード　パリッと！想い出のミルフィーユ！,86301,第4週,0.60億,6.54億,0.87億,97
2017,映画　キラキラ☆プリキュアアラモード　パリッと！想い出のミルフィーユ！,86301,第5週,0.33億,7.32億,0.78億,97
2017,ユリゴコロ,86078,第2週,0.34億,1.65億,,100
2017,劇場版 仮面ライダーエグゼイド トゥルー・エンディング,86299,第1週,2.50億,2.50億,2.50億,85
2017,劇場版 仮面ライダーエグゼイド トゥルー・エンディング,86299,第2週,0.99億,5.49億,2.99億,85
2017,劇場版 仮面ライダーエグゼイド トゥルー・エンディング,86299,第3週,0.60億,7.80億,2.31億,85
2017,劇場版 仮面ライダーエグゼイド トゥルー・エンディング,86299,第4週,0.48億,8.77億,0.97億,85
2017,花戦さ,84693,第1週,1.26億,1.26億,1.26億,100
2017,仮面ライダー×スーパー戦隊 超スーパーヒーロー大戦,86283,第1週,1.77億,1.77億,1.77億,100
2017,仮面ライダー×スーパー戦隊 超スーパーヒーロー大戦,86283,第2週,0.97億,3.91億,2.14億,100
2017,相棒-劇場版IV-,91099,第1週,4.02億,4.02億,4.02億,89
2017,相棒-劇場版IV-,91099,第2週,2.27億,9.95億,5.93億,89
2017,相棒-劇場版IV-,91099,第3週,1.45億,13.6億,3.65億,89
2017,相棒-劇場版IV-,91099,第4週,0.89億,15.9億,2.30億,89
2017,相棒-劇場版IV-,91099,第5週,0.57億,17.3億,1.43億,89
2017,キセキ～あの日のソビト～,85064,第1週,2.33億,2.33億,2.33億,83
2017,キセキ～あの日のソビト～,85064,第2週,1.79億,5.75億,3.42億,83
2017,キセキ～あの日のソビト～,85064,第3週,1.25億,9.11億,3.36億,83
2017,キセキ～あの日のソビト～,85064,第4週,0.84億,11.2億,2.05億,83
2017,キセキ～あの日のソビト～,85064,第5週,0.57億,12.5億,1.35億,83
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第1週,4.97億,4.97億,4.97億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第2週,3.20億,12.0億,7.06億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第3週,2.27億,16.8億,4.75億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第4週,1.40億,19.8億,3.00億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第5週,0.90億,22.0億,2.18億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第6週,0.44億,23.0億,1.09億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第7週,,23.7億,0.63億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第8週,,24.0億,0.37億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第9週,,25.0億,0.93億,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第10週,,24.4億,,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第11週,,24.4億,,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第12週,,24.5億,,75
2017,東映創立７０周年記念映画THE LEGEND & BUTTERFLY,83999,第13週,,24.5億,,75
2017,ネイビーシールズ,87891,第1週,0.24億,0.33億,0.33億,100
2017,ネイビーシールズ,87891,第3週,,1.00億,,100
2017,オンリー・ザ・ブレイブ,88031,第1週,0.32億,0.44億,0.44億,100
2018,CUTIE HONEY キューティーハニー,87377,第1週,0.50億,0.50億,0.50億,67
2018,パシフィック・リム　アップライジング,87972,第1週,2.08億,2.98億,2.98億,100
2018,パシフィック・リム　アップライジング,87972,第2週,1.59億,8.94億,5.96億,100
2018,パシフィック・リム　アップライジング,87972,第3週,1.02億,11.8億,2.88億,100
2018,パシフィック・リム　アップライジング,87972,第4週,0.63億,13.4億,1.59億,100
2018,パシフィック・リム　アップライジング,87972,第5週,0.31億,14.4億,0.96億,100
2018,華麗なるギャツビー,88154,第1週,1.61億,2.08億,2.08億,67
2018,華麗なるギャツビー,88154,第2週,1.28億,5.28億,3.20億,67
2018,華麗なるギャツビー,88154,第3週,0.91億,7.60億,2.32億,67
2018,華麗なるギャツビー,88154,第4週,0.51億,9.29億,1.68億,67
2018,華麗なるギャツビー,88154,第5週,0.42億,10.1億,0.79億,67
2018,華麗なるギャツビー,88154,第6週,0.20億,10.9億,0.82億,67
2018,華麗なるギャツビー,88154,第7週,,11.0億,,67
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第1週,8.23億,17.0億,17.0億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第2週,6.77億,31.4億,14.4億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第3週,5.66億,41.9億,10.5億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第4週,3.17億,49.0億,7.07億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第5週,2.73億,55.2億,6.18億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第6週,1.85億,61.3億,6.19億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第7週,1.68億,67.6億,6.26億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第8週,0.96億,70.2億,2.61億,100
2018,ファンタスティック・ビーストと魔法使いの旅,88154,第9週,0.65億,71.6億,1.35億,100
2018,春待つ僕ら,88809,第1週,,0.72億,0.72億,100
2018,春待つ僕ら,88809,第2週,0.27億,1.45億,0.72億,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第1週,8.54億,14.7億,14.7億,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第2週,7.44億,28.9億,14.2億,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第3週,5.17億,39.2億,10.3億,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第4週,3.34億,46.0億,6.84億,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第5週,2.29億,50.8億,5.98億,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第7週,1.29億,61.7億,,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第8週,0.84億,63.4億,1.71億,100
2018,ファンタスティック・ビーストと黒い魔法使いの誕生,88154,第9週,0.41億,64.7億,1.28億,100
2018,オーシャンズ8,86216,第1週,2.45億,4.86億,4.86億,100
2018,オーシャンズ8,86216,第2週,1.62億,10.0億,5.17億,100
2018,オーシャンズ8,86216,第3週,1.01億,13.0億,3.02億,100
2018,オーシャンズ8,86216,第4週,0.64億,14.9億,1.83億,100
2018,BLEACH～ブリーチ～,85498,第1週,1.35億,1.77億,1.77億,91
2018,BLEACH～ブリーチ～,85498,第2週,0.64億,3.61億,1.84億,91
2018,BLEACH～ブリーチ～,85498,第3週,0.23億,4.49億,0.88億,91
2018,BLEACH～ブリーチ～,85498,第4週,0.17億,4.93億,0.44億,91
2018,ランペイジ　巨獣大乱闘,88414,第1週,1.41億,1.80億,1.80億,91
2018,ランペイジ　巨獣大乱闘,88414,第2週,0.71億,3.58億,1.78億,91
2018,ママレード・ボーイ,87617,第2週,0.53億,2.71億,,100
2018,レディ・プレイヤー1,84003,第1週,3.68億,4.74億,4.74億,100
2018,レディ・プレイヤー1,84003,第2週,2.40億,10.5億,5.79億,100
2018,レディ・プレイヤー1,84003,第3週,2.24億,18.8億,7.46億,100
2018,レディ・プレイヤー1,84003,第4週,1.26億,21.5億,2.66億,100
2018,レディ・プレイヤー1,84003,第5週,0.69億,23.1億,1.68億,100
2018,レディ・プレイヤー1,84003,第6週,0.46億,24.1億,1.00億,100
2018,トゥームレイダー　ファースト・ミッション,86215,第1週,,2.47億,2.47億,100
2018,トゥームレイダー　ファースト・ミッション,86215,第2週,0.42億,3.90億,1.44億,100
2018,去年の冬、きみと別れ,87552,第1週,1.65億,1.65億,1.65億,100
2018,去年の冬、きみと別れ,87552,第2週,0.89億,4.41億,2.77億,100
2018,去年の冬、きみと別れ,87552,第3週,0.51億,6.22億,1.81億,100
2018,去年の冬、きみと別れ,87552,第4週,0.29億,7.28億,1.06億,100
2018,15時17分、パリ行き,88331,第1週,1.20億,2.03億,2.03億,100
2018,15時17分、パリ行き,88331,第2週,0.72億,4.11億,2.08億,100
2018,15時17分、パリ行き,88331,第3週,0.38億,5.30億,1.19億,100
2018,今夜、ロマンス劇場で,87062,第1週,1.66億,1.66億,1.66億,89
2018,今夜、ロマンス劇場で,87062,第2週,1.07億,4.89億,3.23億,89
2018,今夜、ロマンス劇場で,87062,第3週,0.86億,7.01億,2.12億,89
2018,今夜、ロマンス劇場で,87062,第4週,0.52億,8.43億,1.42億,89
2018,今夜、ロマンス劇場で,87062,第5週,0.28億,9.37億,0.94億,89
2018,ジオストーム,83998,第1週,2.42億,3.04億,3.04億,100
2018,ジオストーム,83998,第2週,1.69億,6.64億,3.60億,100
2018,ジオストーム,83998,第3週,1.00億,9.01億,2.36億,100
2018,ジオストーム,83998,第4週,0.73億,10.5億,1.52億,100
2018,ジオストーム,83998,第5週,0.31億,11.6億,1.02億,100
2018,ジオストーム,83998,第6週,0.21億,12.1億,0.54億,100
2018,IT イット THE END “それ”が見えたら、終わり。,88423,第1週,2.72億,,,93
2018,IT イット THE END “それ”が見えたら、終わり。,88423,第2週,2.21億,8.87億,,93
2018,IT イット THE END “それ”が見えたら、終わり。,88423,第3週,1.88億,12.8億,3.89億,93
2018,IT イット THE END “それ”が見えたら、終わり。,88423,第4週,1.17億,15.3億,2.50億,93
2018,IT イット THE END “それ”が見えたら、終わり。,88423,第5週,0.67億,16.7億,1.46億,93
2018,IT イット THE END “それ”が見えたら、終わり。,88423,第6週,0.43億,17.6億,0.84億,93
2018,IT イット THE END “それ”が見えたら、終わり。,88423,第7週,0.19億,18.0億,0.46億,93
2018,死霊館のシスター　呪いの秘密,88416,第1週,0.63億,0.63億,0.63億,100
2018,死霊館のシスター　呪いの秘密,88416,第2週,,1.27億,0.65億,100
2018,死霊館のシスター　呪いの秘密,88416,第3週,,1.66億,0.38億,100
2018,死霊館のシスター　呪いの秘密,88416,第4週,,1.92億,0.26億,100
2018,死霊館のシスター　呪いの秘密,88416,第5週,,2.05億,0.13億,100
2018,死霊館のシスター　呪いの秘密,88416,第6週,,2.13億,,100
2018,死霊館のシスター　呪いの秘密,88416,第7週,,2.14億,,100
2018,シュガー・ラッシュ,88633,第1週,3.43億,3.43億,3.43億,100
2018,シュガー・ラッシュ,88633,第2週,3.56億,13.0億,9.55億,100
2018,シュガー・ラッシュ,88633,第3週,2.93億,22.8億,9.78億,100
2018,シュガー・ラッシュ,88633,第4週,1.77億,26.0億,3.24億,100
2018,シュガー・ラッシュ,88633,第5週,1.26億,28.3億,2.32億,100
2018,シュガー・ラッシュ,88633,第6週,0.48億,28.9億,0.59億,100
2018,シュガー・ラッシュ,88633,第7週,0.59億,29.3億,0.43億,100
2018,シュガー・ラッシュ：オンライン,88633,第1週,4.54億,,,100
2018,シュガー・ラッシュ：オンライン,88633,第3週,2.94億,26.9億,,100
2018,シュガー・ラッシュ：オンライン,88633,第4週,2.32億,31.1億,4.23億,100
2018,シュガー・ラッシュ：オンライン,88633,第5週,1.44億,34.7億,2.90億,100
2018,シュガー・ラッシュ：オンライン,88633,第6週,0.94億,36.3億,1.25億,100
2018,シュガー・ラッシュ：オンライン,88633,第7週,0.51億,37.2億,0.92億,100
2018,シュガー・ラッシュ：オンライン,88633,第8週,0.31億,37.7億,0.51億,100
2018,くるみ割り人形と秘密の王国,88651,第1週,1.61億,2.04億,2.04億,100
2018,くるみ割り人形と秘密の王国,88651,第2週,1.03億,4.43億,2.39億,100
2018,くるみ割り人形と秘密の王国,88651,第3週,0.64億,6.02億,1.59億,100
2018,くるみ割り人形と秘密の王国,88651,第4週,0.32億,6.97億,0.95億,100
2018,プーと大人になった僕,88650,第1週,3.32億,,,100
2018,プーと大人になった僕,88650,第2週,2.56億,10.7億,,100
2018,プーと大人になった僕,88650,第3週,1.55億,15.3億,4.64億,100
2018,プーと大人になった僕,88650,第4週,1.43億,18.4億,3.71億,100
2018,プーと大人になった僕,88650,第5週,0.90億,20.9億,2.52億,100
2018,プーと大人になった僕,88650,第6週,0.61億,22.2億,1.33億,100
2018,プーと大人になった僕,88650,第7週,0.45億,23.2億,0.78億,100
2018,プーと大人になった僕,88650,第8週,0.23億,23.8億,0.60億,100
2018,インクレディブル・ファミリー,85219,第1週,4.22億,8.92億,8.90億,100
2018,インクレディブル・ファミリー,85219,第2週,4.67億,20.7億,11.1億,100
2018,インクレディブル・ファミリー,85219,第3週,2.84億,33.9億,13.2億,100
2018,インクレディブル・ファミリー,85219,第4週,2.21億,40.3億,6.11億,100
2018,インクレディブル・ファミリー,85219,第5週,1.72億,44.7億,3.70億,100
2018,インクレディブル・ファミリー,85219,第6週,0.89億,46.2億,1.48億,100
2018,インクレディブル・ファミリー,85219,第7週,0.50億,47.0億,0.86億,100
2018,ハン・ソロ　スター・ウォーズ・ストーリー,87351,第1週,4.99億,6.58億,6.58億,95
2018,ハン・ソロ　スター・ウォーズ・ストーリー,87351,第2週,2.93億,12.5億,5.92億,95
2018,ハン・ソロ　スター・ウォーズ・ストーリー,87351,第3週,1.70億,16.1億,3.61億,95
2018,ハン・ソロ　スター・ウォーズ・ストーリー,87351,第4週,0.85億,18.6億,2.51億,95
2018,ハン・ソロ　スター・ウォーズ・ストーリー,87351,第5週,0.57億,20.0億,1.39億,95
2018,ハン・ソロ　スター・ウォーズ・ストーリー,87351,第6週,0.17億,20.7億,0.70億,95
2018,リメンバー・ミー,84135,第1週,4.88億,6.10億,6.10億,100
2018,リメンバー・ミー,84135,第2週,3.77億,16.8億,10.7億,100
2018,リメンバー・ミー,84135,第3週,3.79億,26.9億,10.1億,100
2018,リメンバー・ミー,84135,第4週,2.99億,35.0億,8.12億,100
2018,リメンバー・ミー,84135,第5週,2.48億,39.4億,4.40億,100
2018,リメンバー・ミー,84135,第6週,1.35億,42.1億,2.62億,100
2018,リメンバー・ミー,84135,第7週,0.96億,43.9億,1.88億,100
2018,リメンバー・ミー,84135,第8週,0.98億,47.5億,3.53億,100
2018,リメンバー・ミー,84135,第9週,0.46億,48.3億,0.85億,100
2018,リメンバー・ミー,84135,第10週,0.28億,48.9億,0.56億,100
2018,BTS MAP OF THE SOUL ON:E,87377,第1週,0.17億,0.17億,0.17億,67
2018,BTS MAP OF THE SOUL ON:E,87377,第2週,,0.39億,0.22億,67
2018,ブラックパンサー　ワカンダ・フォーエバー,84138,第1週,3.27億,4.90億,4.90億,100
2018,ブラックパンサー　ワカンダ・フォーエバー,84138,第2週,1.54億,8.69億,3.79億,100
2018,ブラックパンサー　ワカンダ・フォーエバー,84138,第3週,0.72億,10.9億,2.18億,100
2018,ブラックパンサー　ワカンダ・フォーエバー,84138,第4週,0.31億,11.8億,0.92億,100
2018,ブラックパンサー　ワカンダ・フォーエバー,84138,第5週,0.18億,12.2億,0.41億,100
2018,ブラックパンサー　ワカンダ・フォーエバー,84138,第6週,,12.4億,0.17億,100
2018,アントマン＆ワスプ　クアントマニア,88645,第1週,4.11億,4.11億,4.11億,100
2018,アントマン＆ワスプ　クアントマニア,88645,第2週,1.40億,7.42億,3.31億,100
2018,アントマン＆ワスプ　クアントマニア,88645,第3週,0.59億,8.70億,1.28億,100
2018,アントマン＆ワスプ　クアントマニア,88645,第4週,,9.31億,0.61億,100
2018,アントマン＆ワスプ　クアントマニア,88645,第5週,,9.60億,0.29億,100
2018,アントマン＆ワスプ　クアントマニア,88645,第6週,,9.75億,0.16億,100
2018,BTS MAP OF THE SOUL ON:E,87377,第1週,0.17億,0.17億,0.17億,67
2018,BTS MAP OF THE SOUL ON:E,87377,第2週,,0.39億,0.22億,67
2018,機動戦士ΖガンダムII-恋人たち-,89089,第1週,1.18億,1.18億,1.18億,80
2018,機動戦士ΖガンダムII-恋人たち-,89089,第2週,0.56億,2.70億,1.53億,80
2018,機動戦士ΖガンダムII-恋人たち-,89089,第3週,0.40億,3.51億,0.81億,80
2018,機動戦士ΖガンダムII-恋人たち-,89089,第4週,0.25億,4.04億,0.53億,80
2018,機動戦士ΖガンダムII-恋人たち-,89089,第6週,0.11億,4.73億,,80
2018,機動戦士Zガンダム-星を継ぐ者-,89089,第1週,1.61億,1.61億,1.61億,80
2018,機動戦士Zガンダム-星を継ぐ者-,89089,第2週,,3.94億,2.33億,80
2018,機動戦士Zガンダム-星を継ぐ者-,89089,第3週,0.88億,5.54億,1.60億,80
2018,機動戦士Zガンダム-星を継ぐ者-,89089,第4週,0.54億,6.60億,1.06億,80
2018,機動戦士Zガンダム-星を継ぐ者-,89089,第6週,0.17億,7.68億,1.08億,80
2018,機動戦士Zガンダム-星を継ぐ者-,89089,第8週,,8.16億,,80
2018,機動戦士Zガンダム-星を継ぐ者-,89089,第9週,,8.18億,,80
2018,機動戦士ZガンダムIII-星の鼓動は愛-,89089,第1週,1.22億,1.22億,1.22億,80
2018,機動戦士ZガンダムIII-星の鼓動は愛-,89089,第2週,0.58億,2.56億,1.34億,80
2018,劇場版　機動戦士ガンダム00(ダブルオー)～A wakening of the Trailblazer～,89089,第1週,1.91億,1.91億,1.91億,80
2018,劇場版　機動戦士ガンダム00(ダブルオー)～A wakening of the Trailblazer～,89089,第2週,0.77億,4.50億,2.59億,80
2018,劇場版　機動戦士ガンダム00(ダブルオー)～A wakening of the Trailblazer～,89089,第3週,0.55億,5.74億,1.24億,80
2018,劇場版　機動戦士ガンダム00(ダブルオー)～A wakening of the Trailblazer～,89089,第4週,0.38億,6.49億,0.75億,80
2018,小鳥遊六花・改～劇場版 中二病でも恋がしたい！～,87148,第2週,,1.28億,,67
2018,機動戦士ガンダム THE ORIGIN IV～運命の前夜～,89089,第1週,0.65億,0.65億,0.65億,90
2018,機動戦士ガンダム THE ORIGIN III～暁の蜂起～,89089,第1週,0.53億,0.53億,0.53億,90
2018,家族はつらいよ,87955,第1週,1.73億,1.73億,1.73億,100
2018,家族はつらいよ,87955,第3週,0.72億,9.11億,,100
2018,家族はつらいよ,87955,第4週,0.43億,10.9億,1.75億,100
2018,家族はつらいよ,87955,第5週,0.31億,11.6億,0.73億,100
2018,こんな夜更けにバナナかよ 愛しき実話,89090,第2週,1.24億,5.59億,,100
2018,こんな夜更けにバナナかよ 愛しき実話,89090,第3週,0.91億,7.86億,2.27億,100
2018,こんな夜更けにバナナかよ 愛しき実話,89090,第4週,0.46億,9.50億,1.64億,100
2018,こんな夜更けにバナナかよ 愛しき実話,89090,第5週,0.26億,10.3億,0.77億,100
2018,機動戦士ガンダムＮＴ（ナラティブ）,89089,第2週,0.81億,3.54億,,80
2018,機動戦士ガンダムＮＴ（ナラティブ）,89089,第3週,0.44億,4.50億,0.96億,80
2018,機動戦士ガンダムＮＴ（ナラティブ）,89089,第4週,0.28億,5.13億,0.64億,80
2018,かぞくいろ～RAILWAYS わたしたちの出発～,88225,第2週,0.20億,1.31億,,96
2018,かぞくいろ～RAILWAYS わたしたちの出発～,88225,第3週,,1.66億,0.34億,96
2018,人魚の眠る家,88350,第1週,1.48億,1.96億,1.96億,100
2018,人魚の眠る家,88350,第2週,1.01億,5.28億,3.32億,100
2018,人魚の眠る家,88350,第3週,0.72億,7.20億,1.93億,100
2018,人魚の眠る家,88350,第4週,0.43億,8.38億,1.18億,100
2018,人魚の眠る家,88350,第5週,0.23億,9.08億,0.70億,100
2018,旅猫リポート,86672,第1週,1.03億,1.33億,1.33億,100
2018,旅猫リポート,86672,第2週,0.64億,3.13億,1.80億,100
2018,旅猫リポート,86672,第3週,0.38億,4.09億,0.96億,100
2018,旅猫リポート,86672,第4週,0.22億,4.69億,0.60億,100
2018,旅猫リポート,86672,第5週,0.13億,5.09億,0.40億,100
2018,魔法少女リリカルなのは Detonation,87511,第2週,0.37億,1.68億,,100
2018,魔法少女リリカルなのは Detonation,87511,第3週,0.25億,2.21億,0.53億,100
2018,パーフェクトワールド,87321,第1週,1.17億,,,100
2018,パーフェクトワールド,87321,第2週,0.62億,3.71億,,100
2018,パーフェクトワールド,87321,第3週,0.45億,4.79億,1.08億,100
2018,虹色デイズ,87958,第1週,1.10億,1.37億,1.37億,100
2018,虹色デイズ,87958,第2週,0.64億,2.76億,1.39億,100
2018,虹色デイズ,87958,第3週,0.38億,4.06億,1.30億,100
2018,虹色デイズ,87958,第4週,0.25億,4.83億,0.77億,100
2018,空飛ぶタイヤ,86663,第1週,2.66億,3.35億,3.00億,100
2018,空飛ぶタイヤ,86663,第2週,1.93億,7.71億,4.35億,100
2018,空飛ぶタイヤ,86663,第3週,1.55億,11.0億,3.33億,100
2018,空飛ぶタイヤ,86663,第4週,1.00億,13.2億,1.95億,100
2018,空飛ぶタイヤ,86663,第5週,0.81億,14.8億,1.84億,100
2018,空飛ぶタイヤ,86663,第6週,0.42億,16.2億,1.32億,100
2018,空飛ぶタイヤ,86663,第7週,0.22億,16.8億,0.62億,100
2018,機動戦士ガンダム THE ORIGIN　誕生 赤い彗星,89089,第1週,0.95億,0.95億,0.95億,90
2018,機動戦士ガンダム THE ORIGIN　誕生 赤い彗星,89089,第2週,0.35億,1.79億,0.84億,90
2018,機動戦士ガンダム THE ORIGIN　誕生 赤い彗星,89089,第3週,0.22億,2.27億,0.48億,90
2018,曇天に笑う,85213,第1週,,1.15億,1.15億,100
2018,映画 中二病でも恋がしたい！ Take On Me,87148,第2週,0.42億,1.51億,,95
2018,映画 中二病でも恋がしたい！ Take On Me,87148,第3週,0.23億,1.93億,0.42億,95
2018,映画 中二病でも恋がしたい！ Take On Me,87148,第4週,0.18億,2.22億,0.28億,95
2018,ルイスと不思議の時計,89425,第2週,0.57億,2.47億,,100
2018,ルイスと不思議の時計,89425,第3週,0.39億,3.32億,0.85億,100
2018,マンマ・ミーア！　ヒア・ウィー・ゴー,88161,第2週,1.11億,5.32億,,100
2018,マンマ・ミーア！　ヒア・ウィー・ゴー,88161,第3週,0.60億,6.95億,1.63億,100
2018,パシフィック・リム　アップライジング,87972,第1週,2.48億,,,100
2018,パシフィック・リム　アップライジング,87972,第2週,1.00億,6.35億,,100
2018,パシフィック・リム　アップライジング,87972,第3週,0.41億,7.41億,1.06億,100
2018,ファースト・マン,88164,第2週,0.55億,3.46億,,100
2018,ボス・ベイビー　ファミリー・ミッション,86827,第1週,1.46億,1.63億,1.63億,100
2018,ボス・ベイビー　ファミリー・ミッション,86827,第2週,1.07億,3.51億,1.89億,100
2018,ボス・ベイビー　ファミリー・ミッション,86827,第3週,0.68億,6.52億,3.00億,100
2018,ボス・ベイビー　ファミリー・ミッション,86827,第4週,0.55億,8.77億,2.26億,100
2018,ボス・ベイビー　ファミリー・ミッション,86827,第5週,,9.52億,0.74億,100
2018,ボス・ベイビー　ファミリー・ミッション,86827,第6週,,9.76億,0.25億,100
2018,ありがとう,87923,第1週,0.45億,0.45億,0.45億,60
2018,ありがとう,87923,第2週,0.36億,1.44億,0.99億,60
2018,ありがとう,87923,第3週,0.36億,2.17億,0.73億,60
2018,ワンピースONE PIECE エピソードオブアラバスタ 砂漠の王女と海賊たち,90070,第1週,1.65億,1.65億,1.65億,67
2018,ワンピースONE PIECE エピソードオブアラバスタ 砂漠の王女と海賊たち,90070,第2週,1.22億,3.49億,1.84億,67
2018,ワンピースONE PIECE エピソードオブアラバスタ 砂漠の王女と海賊たち,90070,第3週,0.70億,4.67億,1.18億,67
2018,ワンピースONE PIECE エピソードオブアラバスタ 砂漠の王女と海賊たち,90070,第5週,0.60億,7.50億,,67
2018,わさお,87923,第1週,0.55億,0.63億,0.63億,67
2018,幕末高校生,89572,第1週,0.51億,0.56億,0.56億,60
2018,幕末高校生,89572,第2週,0.25億,1.46億,0.91億,60
2018,おかあさんの木,85656,第1週,0.39億,0.39億,0.39億,67
2018,女が眠る時,87354,第1週,0.25億,0.26億,0.26億,60
2018,平成仮面ライダー20作記念仮面ライダー平成ジェネレーションズ FOREVER,88434,第1週,3.89億,3.89億,3.89億,97
2018,平成仮面ライダー20作記念仮面ライダー平成ジェネレーションズ FOREVER,88434,第3週,1.00億,12.3億,,97
2018,平成仮面ライダー20作記念仮面ライダー平成ジェネレーションズ FOREVER,88434,第4週,0.67億,13.5億,1.24億,97
